row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs
845,title,pattern_violation,_on Flux,Æon Flux,0
5297,language,pattern_violation,en,English,0
5298,language,pattern_violation,en,English,0
5299,language,pattern_violation,en,English,0
5300,language,pattern_violation,en,English,0
5301,language,pattern_violation,en,English,0
5302,language,pattern_violation,en,English,0
5303,language,pattern_violation,en,English,0
5304,language,pattern_violation,en,English,0
5305,language,pattern_violation,en,English,0
5306,language,pattern_violation,en,English,0
5307,language,pattern_violation,en,English,0
5308,language,pattern_violation,en,English,0
5309,language,pattern_violation,en,English,0
5310,language,pattern_violation,en,English,0
5311,language,pattern_violation,en,English,0
5312,language,pattern_violation,en,English,0
5313,language,pattern_violation,en,English,0
5314,language,pattern_violation,en,English,0
5315,language,pattern_violation,zh,Chinese,0
5316,language,pattern_violation,en,English,0
5317,language,pattern_violation,en,English,0
5318,language,pattern_violation,en,English,0
5319,language,pattern_violation,en,English,0
5320,language,pattern_violation,en,English,0
5321,language,pattern_violation,en,English,0
5322,language,pattern_violation,en,English,0
5323,language,pattern_violation,en,English,0
5324,language,pattern_violation,en,English,0
5325,language,pattern_violation,en,English,0
5326,language,pattern_violation,en,English,0
5327,language,pattern_violation,en,English,0
5328,language,pattern_violation,en,English,0
5329,language,pattern_violation,en,English,0
5330,language,pattern_violation,en,English,0
5331,language,pattern_violation,en,English,0
5332,language,pattern_violation,en,English,0
5333,language,pattern_violation,en,English,0
5334,language,pattern_violation,en,English,0
5335,language,pattern_violation,en,English,0
5336,language,pattern_violation,en,English,0
5337,language,pattern_violation,en,English,0
5338,language,pattern_violation,en,English,0
5339,language,pattern_violation,en,English,0
5340,language,pattern_violation,en,English,0
5341,language,pattern_violation,en,English,0
5342,language,pattern_violation,en,English,0
5343,language,pattern_violation,en,English,0
5344,language,pattern_violation,en,English,0
5345,language,pattern_violation,en,English,0
5346,language,pattern_violation,en,English,0
5347,language,pattern_violation,en,English,0
5348,language,pattern_violation,en,English,0
5349,language,pattern_violation,en,English,0
5350,language,pattern_violation,en,English,0
5351,language,pattern_violation,en,English,0
5352,language,pattern_violation,en,English,0
5353,language,pattern_violation,en,English,0
5354,language,pattern_violation,en,English,0
5355,language,pattern_violation,en,English,0
5356,language,pattern_violation,en,English,0
5357,language,pattern_violation,en,English,0
5358,language,pattern_violation,en,English,0
5359,language,pattern_violation,en,English,0
5360,language,pattern_violation,en,English,0
5361,language,pattern_violation,en,English,0
5362,language,pattern_violation,en,English,0
5363,language,pattern_violation,en,English,0
5364,language,pattern_violation,en,English,0
5365,language,pattern_violation,en,English,0
5366,language,pattern_violation,en,English,0
5367,language,pattern_violation,en,English,0
5368,language,pattern_violation,en,English,0
5369,language,pattern_violation,en,English,0
5370,language,pattern_violation,en,English,0
5371,language,pattern_violation,en,English,0
5372,language,pattern_violation,en,English,0
5373,language,pattern_violation,en,English,0
5374,language,pattern_violation,en,English,0
5375,language,pattern_violation,en,English,0
5376,language,pattern_violation,en,English,0
5377,language,pattern_violation,en,English,0
5378,language,pattern_violation,en,English,0
5379,language,pattern_violation,en,English,0
5380,language,pattern_violation,en,English,0
5381,language,pattern_violation,en,English,0
5382,language,pattern_violation,en,English,0
5383,title,pattern_violation,_on Flux,Æon Flux,0
5383,language,pattern_violation,en,English,0
5384,language,pattern_violation,en,English,0
5385,language,pattern_violation,en,English,0
5386,language,pattern_violation,en,English,0
5387,language,pattern_violation,en,English,0
5388,language,pattern_violation,en,English,0
5389,language,pattern_violation,en,English,0
5390,language,pattern_violation,fr,French,0
5391,language,pattern_violation,en,English,0
5392,language,pattern_violation,en,English,0
5393,language,pattern_violation,en,English,0
5394,language,pattern_violation,en,English,0
5395,language,pattern_violation,en,English,0
5396,language,pattern_violation,en,English,0
5397,language,pattern_violation,en,English,0
5398,language,pattern_violation,en,English,0
5399,language,pattern_violation,en,English,0
5400,language,pattern_violation,en,English,0
5401,language,pattern_violation,en,English,0
5402,language,pattern_violation,en,English,0
5403,language,pattern_violation,en,English,0
5404,language,pattern_violation,en,English,0
5405,language,pattern_violation,en,English,0
5406,language,pattern_violation,en,English,0
5407,language,pattern_violation,en,English,0
5408,language,pattern_violation,en,English,0
5409,language,pattern_violation,en,English,0
5410,language,pattern_violation,en,English,0
5411,language,pattern_violation,en,English,0
5412,language,pattern_violation,en,English,0
5413,language,pattern_violation,en,English,0
5414,language,pattern_violation,en,English,0
5415,language,pattern_violation,en,English,0
5416,language,pattern_violation,en,English,0
5417,language,pattern_violation,en,English,0
5418,language,pattern_violation,en,English,0
5419,language,pattern_violation,en,English,0
5420,language,pattern_violation,en,English,0
5421,language,pattern_violation,en,English,0
5422,language,pattern_violation,en,English,0
5423,language,pattern_violation,en,English,0
5424,language,pattern_violation,en,English,0
5425,language,pattern_violation,en,English,0
5426,language,pattern_violation,en,English,0
5427,language,pattern_violation,en,English,0
5428,language,pattern_violation,en,English,0
5429,language,pattern_violation,en,English,0
5430,language,pattern_violation,en,English,0
5431,language,pattern_violation,en,English,0
5432,language,pattern_violation,en,English,0
5433,language,pattern_violation,en,English,0
5434,language,pattern_violation,en,English,0
5435,language,pattern_violation,en,English,0
5436,language,pattern_violation,en,English,0
5437,language,pattern_violation,en,English,0
5438,language,pattern_violation,en,English,0
5439,language,pattern_violation,en,English,0
5440,language,pattern_violation,en,English,0
5441,language,pattern_violation,en,English,0
5442,language,pattern_violation,en,English,0
5443,language,pattern_violation,en,English,0
5444,language,pattern_violation,en,English,0
5445,language,pattern_violation,en,English,0
5446,language,pattern_violation,en,English,0
5447,language,pattern_violation,en,English,0
5448,language,pattern_violation,en,English,0
5449,language,pattern_violation,en,English,0
5450,language,pattern_violation,en,English,0
5451,language,pattern_violation,en,English,0
5452,language,pattern_violation,en,English,0
5453,language,pattern_violation,en,English,0
5454,language,pattern_violation,en,English,0
5455,language,pattern_violation,en,English,0
5456,language,pattern_violation,en,English,0
5457,language,pattern_violation,en,English,0
5458,language,pattern_violation,en,English,0
5459,language,pattern_violation,en,English,0
5460,language,pattern_violation,en,English,0
5461,language,pattern_violation,en,English,0
5462,language,pattern_violation,en,English,0
5463,language,pattern_violation,en,English,0
5464,language,pattern_violation,en,English,0
5465,language,pattern_violation,en,English,0
5466,language,pattern_violation,en,English,0
5467,language,pattern_violation,en,English,0
5468,language,pattern_violation,en,English,0
5469,language,pattern_violation,en,English,0
5470,language,pattern_violation,en,English,0
5471,language,pattern_violation,en,English,0
5472,language,pattern_violation,en,English,0
5473,language,pattern_violation,en,English,0
5474,language,pattern_violation,en,English,0
5475,language,pattern_violation,en,English,0
5476,language,pattern_violation,en,English,0
5477,language,pattern_violation,en,English,0
5478,language,pattern_violation,en,English,0
5479,language,pattern_violation,en,English,0
5480,language,pattern_violation,en,English,0
5481,language,pattern_violation,en,English,0
5482,language,pattern_violation,en,English,0
5483,language,pattern_violation,en,English,0
5484,language,pattern_violation,en,English,0
5485,language,pattern_violation,en,English,0
5486,language,pattern_violation,en,English,0
5487,language,pattern_violation,en,English,0
5488,language,pattern_violation,en,English,0
5489,language,pattern_violation,en,English,0
5490,language,pattern_violation,en,English,0
5491,language,pattern_violation,en,English,0
5492,language,pattern_violation,en,English,0
5493,language,pattern_violation,en,English,0
5494,language,pattern_violation,en,English,0
5495,language,pattern_violation,en,English,0
5496,language,pattern_violation,en,English,0
5497,language,pattern_violation,en,English,0
5498,language,pattern_violation,en,English,0
5499,language,pattern_violation,en,English,0
5500,language,pattern_violation,en,English,0
5501,language,pattern_violation,en,English,0
5502,language,pattern_violation,en,English,0
5503,language,pattern_violation,en,English,0
5504,language,pattern_violation,en,English,0
5505,language,pattern_violation,en,English,0
5506,language,pattern_violation,en,English,0
5507,language,pattern_violation,en,English,0
5508,language,pattern_violation,en,English,0
5509,language,pattern_violation,en,English,0
5510,language,pattern_violation,en,English,0
5511,language,pattern_violation,en,English,0
5512,language,pattern_violation,en,English,0
5513,language,pattern_violation,en,English,0
5514,language,pattern_violation,fr,French,0
5515,language,pattern_violation,en,English,0
5516,language,pattern_violation,en,English,0
5517,language,pattern_violation,en,English,0
5518,language,pattern_violation,en,English,0
5519,language,pattern_violation,en,English,0
5520,language,pattern_violation,en,English,0
5521,language,pattern_violation,en,English,0
5522,language,pattern_violation,en,English,0
5523,language,pattern_violation,en,English,0
5524,language,pattern_violation,en,English,0
5525,language,pattern_violation,en,English,0
