row,title,genres,budget,language,duration,year,vote_count,score
366,The Interpreter,0,80000000.0,Aboriginal,128.0,2005.0,86152,6.4
367,Percy Jackson: Sea of Monsters,0,90000000.0,English,106.0,2013.0,86627,5.9
368,Lara Croft Tomb Raider: The Cradle of Life,0,95000000.0,English,117.0,2003.0,102747,5.5
369,Now You See Me 2,1,90000000.0,English,129.0,2016.0,40862,6.9
370,The Saint,0,68000000.0,English,116.0,1997.0,52136,6.2
371,Spy Game,0,92000000.0,English,114.0,2001.0,121259,7.0
372,Mission to Mars,0,90000000.0,English,114.0,2000.0,60467,5.6
373,Rio,1,90000000.0,English,96.0,2011.0,165333,7.0
374,Bicentennial Man,1,100000000.0,English,132.0,1999.0,87785,6.8
375,Volcano,0,90000000.0,English,104.0,1997.0,58227,5.4
376,The Devil's Own,0,86000000.0,English,111.0,1997.0,45602,6.1
377,K-19: The Widowmaker,0,100000000.0,English,138.0,2002.0,49311,6.7
378,Fantastic Four,0,120000000.0,English,100.0,2015.0,110486,4.3
379,Conan the Barbarian,0,20000000.0,English,129.0,1982.0,113065,6.9
380,Cinderella Man,0,88000000.0,English,144.0,2005.0,148238,8.0
381,The Nutcracker in 3D,0,90000000.0,English,110.0,2010.0,2508,4.4
382,Seabiscuit,0,87000000.0,English,140.0,2003.0,57661,7.3
383,Twister,0,92000000.0,English,113.0,1996.0,144053,6.3
384,The Fast and the Furious,0,38000000.0,English,106.0,2001.0,272223,6.7
385,Cast Away,0,90000000.0,English,143.0,2000.0,394317,7.7
386,Happy Feet,1,100000000.0,English,108.0,2006.0,132501,6.5
387,The Bourne Supremacy,0,75000000.0,English,108.0,2004.0,348232,7.8
388,Air Force One,0,85000000.0,English,124.0,1997.0,146134,6.4
389,Ocean's Eleven,0,85000000.0,English,116.0,2001.0,402645,7.8
390,The Three Musketeers,0,75000000.0,English,110.0,2011.0,88542,5.8
391,Hotel Transylvania,1,85000000.0,English,91.0,2012.0,164148,7.1
392,Enchanted,1,85000000.0,English,107.0,2007.0,142496,7.1
393,Safe House,0,85000000.0,English,115.0,2012.0,166693,6.8
394,102 Dalmatians,1,85000000.0,English,100.0,2000.0,26413,4.8
395,Tower Heist,1,75000000.0,English,104.0,2011.0,110073,6.2
396,The Holiday,1,85000000.0,English,138.0,2006.0,182757,6.9
397,Enemy of the State,0,90000000.0,English,140.0,1998.0,188116,7.3
398,It's Complicated,1,85000000.0,English,120.0,2009.0,69860,6.6
399,Ocean's Thirteen,0,85000000.0,English,122.0,2007.0,256928,6.9
400,Open Season,1,85000000.0,English,83.0,2006.0,65270,6.2
401,Divergent,0,85000000.0,English,139.0,2014.0,341058,6.7
402,Enemy at the Gates,0,68000000.0,English,131.0,2001.0,188887,7.6
403,The Rundown,1,85000000.0,English,104.0,2003.0,82731,6.7
404,Last Action Hero,1,70000000.0,English,130.0,1993.0,106528,6.2
405,Memoirs of a Geisha,0,85000000.0,English,145.0,2005.0,119286,7.3
406,The Fast and the Furious: Tokyo Drift,0,85000000.0,English,104.0,2006.0,179500,6.0
407,Arthur Christmas,1,100000000.0,English,97.0,2011.0,35446,7.1
408,Meet Joe Black,0,90000000.0,English,178.0,1998.0,169023,7.1
409,Collateral Damage,0,85000000.0,English,108.0,2002.0,61417,5.5
410,Mirror Mirror,1,85000000.0,English,106.0,2012.0,70838,5.6
411,Scott Pilgrim vs. the World,1,60000000.0,English,112.0,2010.0,273921,7.5
412,The Core,0,60000000.0,English,135.0,2003.0,77029,5.4
413,Nutty Professor II: The Klumps,1,65000000.0,English,109.0,2000.0,39391,4.3
414,Scooby-Doo,1,84000000.0,English,86.0,2002.0,71424,4.9
415,Dredd,0,35000000.0,English,95.0,2012.0,203458,7.1
416,Click,1,70000000.0,English,107.0,2006.0,246492,6.4
417,Creepshow,1,8000000.0,English,130.0,1982.0,29932,6.9
418,Cats & Dogs: The Revenge of Kitty Galore,1,85000000.0,English,82.0,2010.0,10233,4.3
419,Jumper,0,85000000.0,English,88.0,2008.0,243053,6.1
420,Hellboy II: The Golden Army,0,85000000.0,English,120.0,2008.0,208422,7.0
421,Zodiac,0,65000000.0,English,162.0,2007.0,301279,7.7
422,The 6th Day,0,82000000.0,English,123.0,2000.0,100001,5.9
423,Bruce Almighty,1,81000000.0,English,101.0,2003.0,296904,6.7
424,The Expendables,0,80000000.0,English,113.0,2010.0,270226,6.5
425,Mission: Impossible,0,80000000.0,English,110.0,1996.0,300542,7.1
426,The Hunger Games,0,78000000.0,English,142.0,2012.0,701607,7.3
427,The Hangover Part II,1,80000000.0,English,102.0,2011.0,375879,6.5
428,Batman Returns,0,80000000.0,English,126.0,1992.0,215255,7.0
429,Over the Hedge,1,80000000.0,English,83.0,2006.0,127345,6.8
430,Lilo & Stitch,1,80000000.0,English,85.0,2002.0,117212,7.2
431,Deep Impact,0,75000000.0,English,120.0,1998.0,135601,6.1
432,RED 2,1,84000000.0,English,116.0,2013.0,125036,6.7
433,The Longest Yard,1,82000000.0,English,113.0,2005.0,130070,6.4
434,Alvin and the Chipmunks: Chipwrecked,1,75000000.0,English,87.0,2011.0,22838,4.4
435,Grown Ups 2,1,80000000.0,English,101.0,2013.0,107817,5.4
436,Get Smart,1,80000000.0,English,110.0,2008.0,168172,6.5
437,Something's Gotta Give,1,80000000.0,English,128.0,2003.0,91092,6.7
438,Shutter Island,0,80000000.0,English,138.0,2010.0,786092,8.1
439,Four Christmases,1,80000000.0,English,88.0,2008.0,48500,5.6
440,Robots,1,75000000.0,English,91.0,2005.0,103022,6.3
441,Face/Off,0,80000000.0,English,138.0,1997.0,283967,7.3
442,Bedtime Stories,1,80000000.0,English,99.0,2008.0,72326,6.1
443,Road to Perdition,0,80000000.0,English,117.0,2002.0,200359,7.7
444,Just Go with It,1,80000000.0,English,117.0,2011.0,172878,6.4
445,Con Air,0,75000000.0,English,123.0,1997.0,225282,6.8
446,Eagle Eye,0,80000000.0,English,118.0,2008.0,150764,6.6
447,Cold Mountain,0,79000000.0,English,154.0,2003.0,118483,7.2
448,The Book of Eli,0,80000000.0,English,118.0,2010.0,227072,6.9
449,Flubber,1,80000000.0,English,90.0,1997.0,63625,5.2
450,The Haunting,0,80000000.0,English,113.0,1999.0,58184,4.9
451,Space Jam,1,80000000.0,English,88.0,1996.0,112167,6.3
452,The Pink Panther,1,65000000.0,English,93.0,2006.0,65499,5.6
453,The Day the Earth Stood Still,0,80000000.0,English,104.0,2008.0,139423,5.5
454,Conspiracy Theory,0,75000000.0,English,135.0,1997.0,76099,6.7
455,Fury,0,68000000.0,English,134.0,2014.0,303185,7.6
456,Six Days Seven Nights,1,70000000.0,English,98.0,1998.0,60910,5.7
457,Yogi Bear,1,80000000.0,English,80.0,2010.0,16385,4.6
458,Spirit: Stallion of the Cimarron,0,80000000.0,English,83.0,2002.0,44143,7.0
459,Zookeeper,1,80000000.0,English,102.0,2011.0,44662,5.2
460,Lost in Space,0,80000000.0,English,130.0,1998.0,58402,5.1
461,The Manchurian Candidate,0,80000000.0,English,129.0,2004.0,86422,6.6
462,Hotel Transylvania 2,1,80000000.0,English,89.0,2015.0,56501,6.7
463,Fantasia 2000,0,80000000.0,English,74.0,1999.0,27543,7.3
464,The Time Machine,0,80000000.0,English,96.0,2002.0,103787,5.9
465,Mighty Joe Young,0,90000000.0,English,114.0,1998.0,22955,5.6
466,Swordfish,0,80000000.0,English,99.0,2001.0,155532,6.5
467,The Legend of Zorro,0,75000000.0,Spanish,129.0,2005.0,71574,5.9
468,What Dreams May Come,0,85000000.0,English,113.0,1998.0,83560,7.0
469,Little Nicky,1,80000000.0,English,90.0,2000.0,80639,5.3
470,The Brothers Grimm,1,88000000.0,English,118.0,2005.0,98472,5.9
471,Mars Attacks!,1,70000000.0,English,106.0,1996.0,172217,6.3
472,Surrogates,0,80000000.0,English,89.0,2009.0,151424,6.3
473,Thirteen Days,0,80000000.0,English,145.0,2000.0,45231,7.3
474,Daylight,0,80000000.0,English,114.0,1996.0,53132,5.8
475,Walking with Dinosaurs 3D,0,80000000.0,English,87.0,2013.0,8913,5.2
476,Battlefield Earth,0,44000000.0,English,119.0,2000.0,65464,2.4
477,Looney Tunes: Back in Action,1,80000000.0,English,91.0,2003.0,24183,5.7
478,Nine,0,80000000.0,English,118.0,2009.0,37446,5.8
479,Timeline,0,80000000.0,English,116.0,2003.0,53057,5.6
480,The Postman,0,80000000.0,English,177.0,1997.0,56403,6.0
481,Babe: Pig in the City,1,80000000.0,English,97.0,1998.0,24868,5.8
482,The Last Witch Hunter,0,90000000.0,English,106.0,2015.0,58752,6.0
483,Red Planet,0,70000000.0,English,106.0,2000.0,47612,5.7
484,Arthur and the Invisibles,0,86000000.0,English,94.0,2006.0,25843,6.0
485,Oceans,0,40000000.0,French,104.0,2009.0,7630,7.8
486,A Sound of Thunder,0,52000000.0,English,102.0,2005.0,16474,4.2
487,Pompeii,0,80000000.0,English,105.0,2014.0,84508,5.6
488,Top Cat Begins,0,8000000.0,Spanish,89.0,2015.0,230,4.4
489,A Beautiful Mind,0,58000000.0,English,135.0,2001.0,610568,8.2
490,The Lion King,0,45000000.0,English,73.0,1994.0,644348,8.5
491,Journey 2: The Mysterious Island,1,79000000.0,English,94.0,2012.0,67296,5.8
492,Cloudy with a Chance of Meatballs 2,1,78000000.0,English,95.0,2013.0,64387,6.5
493,Red Dragon,0,78000000.0,English,124.0,2002.0,204063,7.2
494,Hidalgo,0,100000000.0,English,136.0,2004.0,67856,6.7
495,Jack and Jill,1,79000000.0,English,91.0,2011.0,60370,3.4
496,2 Fast 2 Furious,0,76000000.0,English,107.0,2003.0,191912,5.9
497,The Little Prince,0,81200000.0,English,108.0,2015.0,28276,7.8
498,The Invasion,0,80000000.0,English,99.0,2007.0,65037,5.9
499,The Adventures of Rocky & Bullwinkle,1,76000000.0,English,92.0,2000.0,16611,4.1
500,The Secret Life of Pets,1,75000000.0,English,87.0,2016.0,24407,6.8
501,The League of Extraordinary Gentlemen,0,78000000.0,English,110.0,2003.0,141533,5.8
502,Despicable Me 2,1,76000000.0,English,98.0,2013.0,286877,7.5
503,Independence Day,0,75000000.0,English,154.0,1996.0,430055,6.9
504,The Lost World: Jurassic Park,0,73000000.0,English,129.0,1997.0,278362,6.5
505,Madagascar,1,75000000.0,English,86.0,2005.0,266636,6.9
506,Children of Men,0,76000000.0,English,109.0,2006.0,361767,7.9
507,X-Men,0,75000000.0,English,104.0,2000.0,452928,7.4
508,Wanted,0,75000000.0,English,110.0,2008.0,299852,6.7
509,The Rock,0,75000000.0,English,136.0,1996.0,259492,7.4
510,Ice Age: The Meltdown,1,80000000.0,English,115.0,2006.0,194249,6.9
511,50 First Dates,1,75000000.0,English,99.0,2004.0,266103,6.8
512,Hairspray,1,75000000.0,English,117.0,2007.0,98693,6.7
513,Exorcist: The Beginning,0,50000000.0,English,125.0,2004.0,28635,5.1
514,Inspector Gadget,1,75000000.0,English,110.0,1999.0,36491,4.1
515,Now You See Me,0,75000000.0,English,125.0,2013.0,447979,7.3
516,Grown Ups,1,80000000.0,English,102.0,2010.0,181443,6.0
517,The Terminal,1,60000000.0,English,128.0,2004.0,303864,7.3
518,Hotel for Dogs,1,35000000.0,English,100.0,2009.0,16271,5.4
519,Vertical Limit,0,75000000.0,English,124.0,2000.0,49536,5.9
520,Charlie Wilson's War,1,75000000.0,English,102.0,2007.0,88451,7.1
521,Shark Tale,1,75000000.0,English,90.0,2004.0,132415,6.0
522,Dreamgirls,0,70000000.0,English,130.0,2006.0,55901,6.5
523,Be Cool,1,53000000.0,English,118.0,2005.0,59435,5.7
524,Munich,0,70000000.0,English,163.0,2005.0,176936,7.6
525,Tears of the Sun,0,70000000.0,English,142.0,2003.0,93494,6.6
526,Killers,1,75000000.0,English,100.0,2010.0,72867,5.4
527,The Man from U.N.C.L.E.,1,75000000.0,English,116.0,2015.0,175960,7.3
528,Spanglish,1,80000000.0,English,131.0,2004.0,65668,6.5
529,Monster House,1,75000000.0,English,91.0,2006.0,71137,6.6
530,Bandits,1,80000000.0,English,123.0,2001.0,57038,6.6
531,First Knight,0,55000000.0,English,134.0,1995.0,55350,5.9
532,Anna and the King,0,75000000.0,English,148.0,1999.0,31080,6.7
533,Immortals,0,75000000.0,English,110.0,2011.0,138190,6.1
534,Hostage,0,52000000.0,English,113.0,2005.0,93790,6.6
535,Titan A.E.,0,75000000.0,English,94.0,2000.0,52244,6.6
536,Hollywood Homicide,1,75000000.0,English,116.0,2003.0,31293,5.3
537,Soldier,0,75000000.0,English,99.0,1998.0,44248,6.0
538,Monkeybone,1,75000000.0,English,93.0,2001.0,14280,4.7
539,Flight of the Phoenix,0,45000000.0,English,113.0,2004.0,45815,6.1
540,Unbreakable,0,75000000.0,English,106.0,2000.0,245152,7.2
541,Minions,1,74000000.0,English,91.0,2015.0,142403,6.4
542,Sucker Punch,0,82000000.0,English,128.0,2011.0,197584,6.1
543,Snake Eyes,0,69000000.0,English,98.0,1998.0,64121,5.9
544,Sphere,0,75000000.0,English,134.0,1998.0,81611,6.0
545,The Angry Birds Movie,1,73000000.0,English,97.0,2016.0,27130,6.3
546,Fool's Gold,1,70000000.0,English,112.0,2008.0,59352,5.6
547,Funny People,1,75000000.0,English,153.0,2009.0,100837,6.4
548,The Kingdom,0,70000000.0,English,110.0,2007.0,101386,7.1
549,Talladega Nights: The Ballad of Ricky Bobby,1,73000000.0,English,122.0,2006.0,130776,6.6
550,Dr. Dolittle 2,1,72000000.0,English,87.0,2001.0,33884,4.6
551,Braveheart,0,72000000.0,English,178.0,1995.0,736638,8.4
552,Jarhead,0,70000000.0,English,125.0,2005.0,143525,7.1
553,The Simpsons Movie,1,75000000.0,English,87.0,2007.0,259083,7.4
554,The Majestic,0,72000000.0,English,152.0,2001.0,45031,6.9
555,Driven,0,72000000.0,English,116.0,2001.0,34435,4.5
556,Two Brothers,0,59660000.0,English,109.0,2004.0,11798,7.1
557,The Village,0,60000000.0,English,108.0,2004.0,193770,6.5
558,Doctor Dolittle,1,71500000.0,English,85.0,1998.0,74343,5.3
559,Signs,0,72000000.0,English,106.0,2002.0,271592,6.7
560,Shrek 2,1,150000000.0,English,93.0,2004.0,314630,7.2
561,Cars,1,120000000.0,English,117.0,2006.0,263853,7.2
562,Runaway Bride,1,70000000.0,English,116.0,1999.0,74274,5.5
563,xXx,0,70000000.0,English,132.0,2002.0,142569,5.8
564,The SpongeBob Movie: Sponge Out of Water,1,74000000.0,English,92.0,2015.0,34359,6.0
565,Ransom,0,80000000.0,English,139.0,1996.0,98989,6.6
566,Inglourious Basterds,0,75000000.0,English,153.0,2009.0,885175,8.3
567,Hook,1,70000000.0,English,142.0,1991.0,182802,6.7
568,Hercules,0,100000000.0,English,101.0,2014.0,115687,6.0
569,Die Hard 2,0,70000000.0,English,124.0,1990.0,269858,7.1
570,S.W.A.T.,0,80000000.0,English,117.0,2003.0,119807,6.0
571,Vanilla Sky,0,68000000.0,English,141.0,2001.0,206776,6.9
572,Lady in the Water,0,70000000.0,English,110.0,2006.0,78635,5.6
573,AVP: Alien vs. Predator,0,60000000.0,English,109.0,2004.0,143628,5.6
574,Alvin and the Chipmunks: The Squeakquel,1,75000000.0,English,88.0,2009.0,31649,4.5
575,We Were Soldiers,0,75000000.0,English,124.0,2002.0,103241,7.1
576,Olympus Has Fallen,0,70000000.0,English,119.0,2013.0,203154,6.5
577,Star Trek: Insurrection,0,58000000.0,English,103.0,1998.0,56741,6.4
578,Battle Los Angeles,0,70000000.0,English,116.0,2011.0,154955,5.8
579,Big Fish,0,70000000.0,English,125.0,2003.0,350698,8.0
580,Wolf,0,70000000.0,English,125.0,1994.0,43559,6.2
581,War Horse,0,66000000.0,English,146.0,2011.0,116159,7.2
582,The Monuments Men,0,70000000.0,English,118.0,2014.0,102248,6.1
583,The Abyss,0,69500000.0,English,171.0,1989.0,131217,7.6
584,Wall Street: Money Never Sleeps,0,70000000.0,English,136.0,2010.0,84118,6.3
585,Dracula Untold,0,70000000.0,English,92.0,2014.0,138582,6.3
586,The Siege,0,70000000.0,English,116.0,1998.0,58023,6.3
587,Stardust,0,70000000.0,English,127.0,2007.0,212085,7.7
588,Seven Years in Tibet,0,70000000.0,English,136.0,1997.0,96385,7.0
589,The Dilemma,1,70000000.0,English,111.0,2011.0,43709,5.3
590,Bad Company,1,70000000.0,English,116.0,2002.0,39659,5.6
591,Doom,0,60000000.0,English,113.0,2005.0,88146,5.2
592,I Spy,1,70000000.0,English,97.0,2002.0,41663,5.4
593,Underworld: Awakening,0,70000000.0,English,88.0,2012.0,117096,6.4
594,Rock of Ages,1,75000000.0,English,136.0,2012.0,61995,5.9
595,Hart's War,0,60000000.0,English,125.0,2002.0,43651,6.3
596,Killer Elite,0,35000000.0,English,116.0,2011.0,105556,6.5
597,Rollerball,0,70000000.0,English,98.0,2002.0,22264,3.0
598,Ballistic: Ecks vs. Sever,0,70000000.0,English,91.0,2002.0,16761,3.6
599,Hard Rain,0,70000000.0,English,97.0,1998.0,26893,5.8
600,Osmosis Jones,1,70000000.0,English,95.0,2001.0,25572,6.2
601,Legends of Oz: Dorothy's Return,0,70000000.0,English,88.0,2013.0,5116,5.6
602,Blackhat,0,70000000.0,English,133.0,2015.0,38983,5.4
603,Sky Captain and the World of Tomorrow,0,70000000.0,English,106.0,2004.0,72868,6.1
604,Basic Instinct 2,0,70000000.0,English,116.0,2006.0,31124,4.2
605,Escape Plan,0,50000000.0,English,115.0,2013.0,177653,6.7
606,The Legend of Hercules,0,70000000.0,English,99.0,2014.0,44891,4.2
607,The Sum of All Fears,0,68000000.0,English,124.0,2002.0,86504,6.4
608,The Twilight Saga: Eclipse,0,68000000.0,English,124.0,2010.0,184637,4.9
609,The Score,0,68000000.0,English,124.0,2001.0,101899,6.8
610,Despicable Me,1,69000000.0,English,87.0,2010.0,385943,7.7
611,Money Train,1,68000000.0,English,105.0,1995.0,32224,5.6
612,Ted 2,1,68000000.0,English,125.0,2015.0,117739,6.4
613,Agora,0,70000000.0,English,141.0,2009.0,52496,7.2
614,Mystery Men,1,65000000.0,English,121.0,1999.0,53970,6.0
615,Hall Pass,1,36000000.0,English,111.0,2011.0,103230,5.9
616,The Insider,0,68000000.0,English,157.0,1999.0,133526,7.9
617,Body of Lies,0,70000000.0,English,128.0,2008.0,174248,7.1
618,Abraham Lincoln: Vampire Hunter,0,69000000.0,English,105.0,2012.0,128629,5.9
619,Entrapment,0,66000000.0,English,113.0,1999.0,88132,6.2
620,The X Files,0,66000000.0,English,121.0,1998.0,85720,7.0
621,The Last Legion,0,35000000.0,English,102.0,2007.0,29285,5.4
622,Saving Private Ryan,0,70000000.0,English,169.0,1998.0,881236,8.6
623,Need for Speed,0,66000000.0,English,132.0,2014.0,136954,6.5
624,What Women Want,1,70000000.0,English,127.0,2000.0,158864,6.4
625,Ice Age,1,59000000.0,English,103.0,2002.0,328159,7.6
626,Dreamcatcher,0,68000000.0,English,136.0,2003.0,75573,5.5
627,Lincoln,0,65000000.0,English,150.0,2012.0,197412,7.4
628,The Matrix,0,63000000.0,English,136.0,1999.0,1217752,8.7
629,Apollo 13,0,62000000.0,English,140.0,1995.0,208817,7.6
630,Total Recall,0,65000000.0,English,113.0,1990.0,240241,7.5
631,The Santa Clause 2,1,60000000.0,English,104.0,2002.0,34561,5.5
632,Les Misérables,0,61000000.0,English,158.0,2012.0,243834,7.6
633,You've Got Mail,1,65000000.0,English,119.0,1998.0,151812,6.5
634,Step Brothers,1,65000000.0,English,106.0,2008.0,212499,6.9
635,The Mask of Zorro,1,65000000.0,English,136.0,1998.0,135404,6.7
636,Due Date,1,65000000.0,English,95.0,2010.0,272789,6.6
637,Unbroken,0,65000000.0,English,137.0,2014.0,103589,7.2
638,Space Cowboys,0,65000000.0,English,130.0,2000.0,60165,6.4
639,Cliffhanger,0,70000000.0,English,124.0,1993.0,96096,6.4
640,Broken Arrow,0,50000000.0,English,108.0,1996.0,77390,6.0
641,The Kid,1,60000000.0,English,104.0,2000.0,34473,6.1
642,World Trade Center,0,63000000.0,English,129.0,2006.0,67395,6.0
643,Mona Lisa Smile,0,65000000.0,English,117.0,2003.0,61490,6.4
644,The Dictator,1,65000000.0,English,99.0,2012.0,213863,6.4
645,Eyes Wide Shut,0,65000000.0,English,159.0,1999.0,227071,7.3
646,Annie,1,65000000.0,English,118.0,2014.0,24735,5.2
647,Focus,1,50100000.0,English,105.0,2015.0,149337,6.6
648,This Means War,1,65000000.0,English,103.0,2012.0,147641,6.3
649,Blade: Trinity,0,65000000.0,English,122.0,2004.0,132954,5.9
650,Red Dawn,0,16900000.0,English,114.0,1984.0,41776,6.4
651,Primary Colors,1,65000000.0,English,143.0,1998.0,23940,6.7
652,Resident Evil: Retribution,0,65000000.0,English,96.0,2012.0,104831,5.4
653,Death Race,0,45000000.0,English,111.0,2008.0,166610,6.4
654,The Long Kiss Goodnight,0,65000000.0,English,121.0,1996.0,60508,6.7
655,Proof of Life,0,65000000.0,English,135.0,2000.0,49300,6.2
656,Zathura: A Space Adventure,1,65000000.0,English,101.0,2005.0,67707,6.1
657,Fight Club,0,63000000.0,English,151.0,1999.0,1347461,8.8
658,We Are Marshall,0,65000000.0,English,131.0,2006.0,46951,7.1
659,Hudson Hawk,1,70000000.0,English,100.0,1991.0,43376,5.7
660,Lucky Numbers,1,65000000.0,English,105.0,2000.0,8560,5.0
661,"I, Frankenstein",0,65000000.0,English,92.0,2014.0,65709,5.1
662,Oliver Twist,0,50000000.0,English,130.0,2005.0,25474,6.9
663,Elektra,0,43000000.0,English,100.0,2005.0,71202,4.8
664,Sin City: A Dame to Kill For,0,65000000.0,English,102.0,2014.0,111102,6.5
665,Random Hearts,0,64000000.0,English,133.0,1999.0,17025,5.1
666,Everest,0,55000000.0,English,121.0,2015.0,134625,7.1
667,Perfume: The Story of a Murderer,0,50000000.0,English,147.0,2006.0,190490,7.5
668,Austin Powers in Goldmember,1,63000000.0,English,94.0,2002.0,162909,6.2
669,Astro Boy,1,65000000.0,English,94.0,2009.0,25681,6.3
670,Jurassic Park,0,63000000.0,English,127.0,1993.0,613473,8.1
671,Wyatt Earp,0,63000000.0,English,212.0,1994.0,35314,6.6
672,Clear and Present Danger,0,62000000.0,English,141.0,1994.0,69663,6.9
673,Dragon Blade,0,65000000.0,Mandarin,103.0,2015.0,11584,6.1
674,Littleman,1,64000000.0,English,98.0,2006.0,39471,4.3
675,U-571,0,62000000.0,English,116.0,2000.0,65297,6.6
676,The American President,1,62000000.0,English,114.0,1995.0,43027,6.8
677,The Love Guru,1,62000000.0,English,87.0,2008.0,43300,3.8
